978477056	978478335	20
978478336	978478591	21
978478592	978479103	20
978479104	978481151	23
978481152	978484223	12
978485248	978489087	15
978489344	978493439	21
978493440	978497535	15
978497536	978501631	12
978501632	978505727	30
978505728	978509823	15
978509824	978513919	12
978513920	978516735	21
978516736	978516991	24
978516992	978526207	21
978526208	978533887	4
978533888	978534143	31
978534144	978534911	4
978534912	978546687	13
978546688	978550783	21
978550784	978555138	1
978555139	978555139	29
978555140	978557951	1
978557952	978558207	5
978557952	978558207	370
978558208	978561023	1
978561024	978561279	5
978561024	978561279	370
978561280	978567423	1
978567424	978567679	5
978567424	978567679	370
978567680	978583551	1
978796544	978812927	12
979632128	979763199	12
980680704	980942847	1
981467136	981991423	1
982515712	982581247	4
983171072	983236607	8
983236608	983269375	10
983269376	983285759	9
983269376	983285759	262
983285760	983302143	8
985661440	985792511	11
985792512	985794559	10
985794560	985800703	390
985800704	985808895	8
985808896	985817087	2
985817088	985823231	3
985823232	985825279	10
985825280	985829375	29
985833472	985847807	16
985849856	985858047	1
985858048	985860095	18
985860096	985862143	1
985862144	985866239	16
985866240	985874431	14
985874432	985878527	1
985890816	985892863	27
985921536	985923583	12
985956352	985972735	2
986054656	986065407	2
986071040	986087423	2
986094336	986094591	18
986099712	986103807	2
986114816	986115071	2
986120192	986132479	14
986136576	986144767	14
986162944	986165759	2
986185728	986193919	1
986578688	986578943	18
986578944	986587135	189
986587136	986595327	390
986595328	986603519	8
986603520	986611711	27
986611712	986619903	3
986619904	986628095	28
986628096	986636287	12
986636288	986648575	1
986648576	986654719	2
986654720	986656767	28
986656768	986660863	3
986660864	986661887	31
986661888	986662911	16
986662912	986664959	25
986664960	986669055	4
986669056	986675199	11
986675200	986677247	19
986677248	986681343	390
986681344	986685439	18
986685440	986689535	8
986689536	986695679	27
986695680	986701823	17
986701824	986707967	5
986701824	986707967	370
986707968	986710015	19
986710016	987692723	11
987692724	987692724	14
987692725	987758591	11
988807168	988938239	11
988938240	989069311	13
989069312	989200383	9
989069312	989200383	262
989200384	989331455	2
989331456	989377791	390
989377792	989378047	20
989378048	989462527	390
989462528	989593599	187
989593600	989631487	20
989631488	989631999	390
989632000	989654527	20
989654528	989654783	187
989654784	989691903	20
989691904	989692671	187
989692672	989693439	20
989693440	989693951	187
989693952	989714175	20
989714176	989714431	390
989714432	989714687	20
989714688	989714943	390
989714944	989740543	20
989740544	989740799	187
989740800	989748223	20
989748224	989748735	390
989748736	989768018	20
989768019	989768019	21
989768020	989768025	20
989768026	989768026	21
989768027	989768049	20
989768050	989768054	21
989768055	989855743	20
991952896	992280575	20
992280576	992282623	390
992282624	992283647	187
992283648	992294911	20
992294912	992296959	187
992296960	992297727	20
992297728	992297983	390
992297984	992430079	20
992430080	992431359	390
992431360	992434175	187
992434176	992454143	20
992454144	992454655	390
992454656	992477183	20
992477184	992542719	187
992542720	992739327	390
992739328	992882687	8
992882688	992886783	19
992886784	992899071	8
992899072	992900095	390
992900096	992914431	8
992914432	992914687	19
992914688	992915455	8
992915456	992919551	19
992919552	993001471	8
993001472	993099775	6
993099776	993198079	22
993099776	993198079	797
993198080	993230847	19
993230848	993263615	24
993263616	993342463	15
993342464	993344767	4
993344768	993345023	25
993345024	993346559	4
993346560	993373441	15
993373442	993373442	6
993373443	993415167	15
993415168	993423359	189
993423360	993424383	23
993424384	993425151	189
993425152	993425407	23
993425408	993427455	189
993427456	993525759	15
993525760	993918975	14
993918976	994025471	15
994025472	994040063	6
994040064	994041855	15
994041856	994042631	24
994042632	994042639	7
994042640	994043903	24
994043904	994045951	15
994045952	994050047	4
994050048	994074623	1
994078720	994123775	1
994140160	994246655	1
994246656	994295807	3
994295808	994303487	5
994295808	994303487	370
994303488	994303999	3
994304000	994310143	5
994304000	994310143	370
994310144	994312191	3
994312192	994385919	18
994394112	994410495	18
994410496	994435071	17
994443264	994446335	17
994447360	994496511	17
994500608	994508799	17
994508800	994521087	19
994522112	994541567	19
994541568	994574335	18
994574336	994639871	9
994574336	994639871	262
994639872	994689023	8
994689024	994705407	9
994689024	994705407	262
994705408	994716159	27
994716160	994716415	187
994716416	994803711	27
994803712	994807295	31
994807296	994807807	27
994807808	994818047	31
994818048	994820095	27
994820096	994824703	30
994824704	994828287	27
994828288	994834431	31
994834432	994836479	27
994836480	994885631	28
994885632	994902015	29
994902016	994967551	14
994967552	995061759	2
995061760	995062271	8
995062272	995065855	2
995065856	995082239	12
995082240	995098623	14
995098624	995360767	16
996868096	996882687	390
996882688	996888575	22
996882688	996888575	797
996888576	996892671	390
996892672	996900863	21
996900864	996933631	390
996933632	997064703	1
997064704	997064959	13
997101824	997102079	10
997130240	997134335	15
997134336	997135615	18
997135616	997138562	15
997138563	997138597	25
997138598	997163007	15
997163008	997178623	21
999751680	999784447	1
1000013824	1000061183	21
1000061184	1000061695	25
1000061696	1000062719	21
1000062720	1000062975	25
1000062976	1000079359	19
1001127936	1001390079	18
1002373120	1002383359	23
1002383360	1002384383	189
1002384384	1002385663	23
1002385664	1002386175	189
1002386176	1002388735	23
1002388736	1002388991	189
1002388992	1002389503	23
1002389504	1002389759	25
1002389760	1002390271	21
1002390272	1002390527	189
1002390528	1002391039	21
1002391040	1002391551	19
1002391552	1002394111	25
1002394112	1002397695	390
1002397696	1002405887	21
1002434560	1002438655	2
1003238144	1003238399	8
1006457344	1006457599	20
1006632960	1006785698	5
1006632960	1006785698	370
1006785699	1006785699	1
1006785700	1006786815	5
1006785700	1006786815	370
1006786816	1006787071	8
1006787072	1007005030	5
1006787072	1007005030	370
1007005031	1007005031	6
1007005032	1007353855	5
1007005032	1007353855	370
1007353856	1007419391	10
1007419392	1007442122	12
1007442123	1007442123	31
1007442124	1007484927	12
1007484928	1007501311	28
1007501312	1007517695	22
1007501312	1007517695	797
1007517696	1007550463	31
1007550464	1007681535	10
1007681536	1008205823	8
1008205824	1008592895	3
1008592896	1008593151	2
1008593152	1008593663	3
1008593664	1008593919	2
1008593920	1008631807	3
1008631808	1008633087	1
1008633088	1008633343	3
1008633344	1008633599	8
1008633600	1008635391	3
1008635392	1008635647	8
1008635648	1008664575	3
1008664576	1008730111	7
1010237440	1010302975	12
1010761728	1010827263	2
1017118720	1017249791	25
1017249792	1017380863	12
1017380864	1017511935	28
1017511936	1018167295	13
1018167296	1018398719	12
1018398720	1018398975	14
1018398976	1019145888	12
1019145889	1019145906	19
1019145907	1019159627	12
1019159628	1019159628	8
1019159629	1019215871	12
1019346944	1019478015	1
1019740160	1020035071	15
1020035072	1020051455	390
1020051456	1020055551	15
1020055552	1020067839	11
1020067840	1020070911	25
1020070912	1020075263	21
1020075264	1020076031	11
1020076032	1020079871	12
1020079872	1020080127	14
1020080128	1020084223	12
1020084224	1020088319	14
1020088320	1020100863	25
1020101120	1020101375	15
1020101888	1020102143	25
1020102656	1020104191	15
1020104192	1020104447	390
1020104448	1020104703	20
1020104960	1020116991	25
1020116992	1020117247	14
1020119040	1020120063	14
1020125184	1020125439	12
1020128000	1020129279	12
1020129280	1020129535	19
1020129536	1020133375	12
1020133376	1020264447	1
1020264448	1020917951	16
1020917952	1020917952	3
1020917953	1020919807	16
1020919808	1021050879	10
1021050880	1021313023	6
1021837312	1021968383	16
1022033920	1022099455	16
1022820352	1022885887	1
1023148032	1023213567	10
1023246336	1023279103	1
1023344640	1023345407	189
1023345408	1023346431	23
1023346432	1023346943	189
1023346944	1023351039	23
1023351040	1023351551	189
1023351552	1023354111	23
1023354112	1023354367	189
1023354368	1023354879	23
1023354880	1023356927	189
1023356928	1023367423	23
1023367424	1023367679	189
1023367680	1023381503	23
1023381504	1023381759	189
1023381760	1023410175	23
1023688704	1023692799	16
1023692800	1023693823	1
1023693824	1023694847	14
1023694848	1023696895	20
1023718400	1023718655	1
1023975424	1023979519	2
1025245184	1025245439	20
1025245440	1025245695	390
1025245696	1025246207	20
1025246208	1025246459	390
1025246460	1025246460	20
1025246461	1025246513	390
1025246514	1025246514	20
1025246515	1025246645	390
1025246646	1025246646	20
1025246647	1025247487	390
1025247488	1025247698	20
1025247699	1025247702	187
1025247703	1025247743	20
1025247744	1025248511	390
1025248512	1025248810	20
1025248811	1025249279	390
1025249280	1025249535	20
1025249536	1025252095	390
1025252096	1025253887	187
1025253888	1025254143	390
1025254144	1025256703	20
1025256704	1025257983	390
1025257984	1025258239	20
1025258240	1025258495	390
1025258496	1025258830	20
1025258831	1025259007	390
1025259008	1025259263	20
1025259264	1025260799	390
1025260800	1025261055	20
1025261056	1025261439	390
1025261440	1025261567	20
1025261568	1025277951	390
1025343488	1025343743	187
1025343744	1025347583	390
1025347584	1025347839	20
1025347840	1025348095	390
1025348096	1025348457	11
1025348458	1025348461	20
1025348462	1025348606	11
1025348607	1025351679	20
1025351680	1025351935	390
1025351936	1025352191	20
1025352192	1025353215	390
1025353216	1025353471	20
1025353472	1025353727	390
1025353728	1025353983	20
1025353984	1025354751	390
1025354752	1025359359	20
1025359360	1025359871	390
1025359872	1025368063	187
1025368064	1025372159	21
1025372160	1025372415	390
1025372416	1025372671	12
1025372672	1025376255	19
1026392064	1026408447	18
1026416640	1026420735	20
1026523136	1026539519	10
1026555904	1026773325	1
1026773327	1026818047	1
1026818048	1027014655	17
1027014656	1027080191	5
1027014656	1027080191	370
1029160960	1029177343	2
1031798784	1031799039	28
1031802624	1031804159	4
1031816448	1031816703	10
1031823360	1031831551	31
1031831552	1031864319	4
1031864320	1031873791	2
1031874048	1031929855	2
1031929856	1031995391	12
1031995392	1032028159	14
1032028160	1032060927	15
1032060928	1032093695	11
1032093696	1032126463	13
1032126464	1032159231	16
1032159232	1032159477	13
1032159478	1032159478	29
1032159479	1032175615	13
1032175616	1032183807	29
1032183808	1032191999	30
1032192000	1032202053	27
1032202055	1032208383	27
1032208384	1032216575	28
1032216576	1032224767	7
1032224768	1032241151	5
1032224768	1032241151	370
1032241152	1032257535	6
1032257536	1032323071	1
1032323072	1032339455	3
1032339456	1032356351	17
1032356352	1032378392	18
1032378393	1032378393	17
1032378394	1032388607	18
1032388608	1032413253	19
1032413254	1032413254	8
1032413255	1032413293	19
1032413294	1032413294	8
1032413295	1032413399	19
1032413400	1032413400	8
1032413401	1032421375	19
1032421376	1032454143	8
1032454144	1032470527	10
1032470528	1032486911	7
1032486912	1032503295	9
1032486912	1032503295	262
1032503296	1032511487	25
1032511488	1032519679	31
1032519680	1032520260	23
1032520261	1032520261	189
1032520262	1032520447	23
1032520448	1032521727	189
1032521728	1032521983	23
1032521984	1032527359	189
1032527360	1032529151	23
1032529152	1032529407	189
1032529408	1032535295	23
1032535296	1032543743	189
1032543744	1032547583	23
1032547584	1032551679	189
1032551680	1032552447	23
1032552448	1032568831	9
1032552448	1032568831	262
1032568832	1032585215	21
1032585216	1032585983	390
1032585984	1032586239	20
1032586240	1032587775	390
1032587776	1032588543	20
1032588544	1032641535	390
1032641536	1032641791	20
1032641792	1032650751	390
1032650752	1032667135	20
1032667136	1032716287	187
1032716288	1032847359	20
1032847360	1032888319	390
1032888320	1032912895	187
1032912896	1032941567	20
1032941568	1032945407	390
1032945408	1032955391	187
1032955392	1032997631	20
1032997632	1032997887	187
1032997888	1033027853	20
1033027854	1033027855	390
1033027856	1033043967	20
1033043968	1033082537	11
1033082538	1033082538	16
1033082539	1033109503	11
1033109504	1033240575	1
1033240576	1033273343	27
1033273344	1033306111	19
1033306112	1033437183	2
1033437184	1033502719	12
1033502720	1033568255	14
1033568256	1033605171	11
1033605172	1033605172	23
1033605173	1033633791	11
1033633792	1033699327	16
1033699328	1033723903	189
1033723904	1033731839	23
1033731840	1033732095	189
1033732096	1033734690	23
1033734691	1033734691	189
1033734692	1033764863	23
1033764864	1033797631	10
1033797632	1033816063	17
1033816064	1033816319	10
1033816320	1033830399	17
1033830400	1033846783	5
1033830400	1033846783	370
1033846784	1033863167	28
1033863168	1033879551	24
1033879552	1033895935	25
1033895936	1033961471	11
1033961472	1033977855	9
1033961472	1033977855	262
1033977856	1033994239	4
1033994240	1034027007	8
1034027008	1034092543	16
1034092544	1034158079	17
1034158080	1034223615	12
1034223616	1034289151	2
1034289152	1034354687	25
1034354688	1034420223	10
1034420224	1034448640	17
1034448641	1034448641	29
1034448642	1034485759	17
1034485760	1034813439	2
1034813440	1034944511	12
1034944512	1035010047	8
1035010048	1035075583	11
1035075584	1035136255	28
1035136256	1035136511	27
1035136512	1035141119	28
1035141120	1035206655	16
1035206656	1035239423	15
1035239424	1035272191	10
1035272192	1035337727	3
1035337728	1035403263	5
1035337728	1035403263	370
1035403264	1035407683	18
1035407685	1035412530	18
1035412532	1035534335	18
1035534336	1035599871	27
1035599872	1035616255	22
1035599872	1035616255	797
1035616256	1035632639	19
1035632640	1035665407	4
1035665408	1035730943	19
1035730944	1035732991	189
1035732992	1035734783	23
1035734784	1035735295	189
1035735296	1035775743	23
1035775744	1035776374	189
1035776375	1035776375	23
1035776376	1035777023	189
1035777024	1035796479	23
1035796480	1035829247	8
1035829248	1035862015	24
1035862016	1035993087	13
1038614528	1038618623	1
1038618624	1038620415	3
1038620416	1038620671	5
1038620416	1038620671	370
1038620672	1038621695	3
1038621696	1038623743	5
1038621696	1038623743	370
1038623744	1038625279	6
1038625280	1038626945	16
1038626946	1038626946	11
1038626947	1038626960	16
1038626961	1038626961	11
1038626962	1038629887	16
1038629888	1038630143	8
1038630144	1038630655	11
1038630656	1038634495	2
1038634496	1038636287	12
1038637568	1038642175	14
1038642176	1038644479	11
1038644480	1038644735	13
1038647040	1038647295	390
1038647296	1038648575	20
1038651136	1038651391	19
1038651648	1038651736	17
1038651737	1038651737	19
1038651738	1038651903	17
1038652160	1038652671	19
1038652928	1038654463	21
1038654720	1038657279	8
1038657280	1038657791	7
1038657792	1038657792	9
1038657792	1038657792	262
1038658048	1038659327	9
1038658048	1038659327	262
1038659584	1038661631	10
1038661632	1038663679	17
1038664704	1038666751	27
1038666752	1038668799	18
1038669056	1038669567	189
1038671872	1038672639	4
1038672640	1038673919	23
1038673920	1038674943	25
1038674944	1038676991	28
1038676992	1038677759	29
1038679040	1038680063	31
1038680064	1038688255	1
1038688256	1038689023	6
1038689024	1038690047	5
1038689024	1038690047	370
1038690304	1038691071	5
1038690304	1038691071	370
1038693376	1038696447	7
1038696448	1038712831	17
1038712832	1038716927	6
1038716928	1038721023	16
1038721024	1038729215	10
1038729216	1038733311	31
1038733312	1038735615	15
1038735616	1038735871	18
1038735872	1038737663	15
1038737920	1038745599	15
1038745600	1038749695	28
1038749696	1038753791	5
1038749696	1038753791	370
1038753792	1038761983	21
1038761984	1038762495	16
1038762496	1038763519	5
1038762496	1038763519	370
1038763520	1038763775	3
1038763776	1038765823	5
1038763776	1038765823	370
1038765824	1038766079	3
1038766080	1038766335	5
1038766080	1038766335	370
1038766336	1038770175	3
1038770176	1038770854	20
1038770855	1038770858	390
1038770859	1038770943	20
1038770944	1038771455	390
1038771456	1038771967	20
1038771968	1038774783	390
1038774784	1038778367	20
1038778368	1038781827	31
1038781829	1038782463	31
1038782464	1038784767	18
1038785536	1038785791	28
1038788608	1038788863	20
1038788864	1038789119	390
1038790656	1038794751	12
1038794752	1038803967	14
1038803968	1038811135	19
1038811136	1038812927	15
1038812928	1038813183	8
1038813184	1038819583	15
1038819584	1038819839	18
1038819840	1038820351	15
1038820352	1038823423	13
1038823424	1038827519	9
1038823424	1038827519	262
1038827520	1038827775	20
1038827776	1038829823	390
1038829824	1038830079	20
1038830080	1038833919	390
1038833920	1038834175	20
1038834176	1038834431	390
1038834432	1038835711	20
1038835712	1038835967	390
1038835968	1038837759	187
1038837760	1038840319	20
1038840320	1038840831	390
1038840832	1038843903	20
1038843904	1038844671	187
1038844672	1038844927	390
1038844928	1038852095	5
1038844928	1038852095	370
1038852096	1038861311	21
1038861312	1038862847	4
1038862848	1038863103	23
1038863104	1038868479	4
1038868480	1038872575	22
1038868480	1038872575	797
1038872576	1038874623	4
1038874624	1038893055	8
1038893056	1038897151	19
1038897152	1038907391	10
1038907392	1038907647	32
1038907648	1038908980	189
1038908981	1038908993	23
1038908994	1038908994	189
1038908995	1038909183	23
1038909184	1038909439	189
1038909440	1038913791	23
1038913792	1038914047	189
1038914048	1038915071	23
1038915072	1038915583	189
1038915584	1038916257	23
1038916258	1038916258	189
1038916259	1038917631	23
1038917632	1038918911	30
1038918912	1038919167	24
1038919168	1038921727	30
1038921728	1038929919	24
1038929920	1038942207	27
1038942208	1038942719	19
1038944768	1038945023	189
1038945024	1038945279	8
1038945280	1038945535	9
1038945280	1038945535	262
1038945536	1038945791	13
1038945792	1038946047	14
1038946048	1038946303	31
1038946304	1038946559	5
1038946304	1038946559	370
1038946560	1038946815	16
1038946816	1038947327	8
1038947328	1038947583	9
1038947328	1038947583	262
1038947584	1038947839	13
1038947840	1038948095	14
1038948352	1038948607	19
1038948608	1038948863	23
1038948864	1038949119	28
1038949120	1038949375	5
1038949120	1038949375	370
1038949376	1038949407	8
1038959616	1038960639	11
1038960640	1038961151	7
1038961408	1038961663	19
1038963712	1038964223	12
1038964224	1038964735	28
1038964736	1038964991	10
1038965248	1038967807	10
1038972928	1038979071	19
1038979072	1038983167	6
1038983168	1038987263	11
1038987264	1038989823	13
1038991616	1038999551	10
1038999552	1038999807	5
1038999552	1038999807	370
1038999808	1039003903	1
1039003904	1039004159	31
1039004160	1039004415	8
1039004416	1039007743	1
1039138816	1039147007	3
1039147008	1039155199	6
1039155200	1039171583	16
1039171584	1039179775	5
1039171584	1039179775	370
1039179776	1039187967	7
1039187968	1039194111	2
1039196160	1039198207	21
1039198208	1039200255	19
1039200256	1039202303	22
1039200256	1039202303	797
1039204352	1039220735	11
1039220736	1039237119	12
1039237120	1039245311	13
1039245312	1039249407	28
1039249408	1039253503	21
1039253504	1039261695	14
1039261696	1039269887	19
1039269888	1039270911	390
1039270912	1039284479	20
1039284480	1039284735	390
1039284736	1039286271	20
1039286272	1039288063	187
1039288064	1039302655	20
1039302656	1039310847	15
1039310848	1039319039	18
1039319040	1039327231	17
1039327232	1039335423	4
1039335424	1039339007	23
1039339008	1039339263	189
1039339264	1039343615	23
1039343616	1039349503	24
1039349504	1039351807	25
1039351808	1039359999	31
1039360000	1039364095	27
1039364096	1039366143	29
1039366144	1039366399	30
1039366400	1039366655	23
1039366656	1039367167	30
1039367168	1039368191	22
1039367168	1039368191	797
1039368192	1039384575	8
1039384576	1039392767	10
1039392768	1039400959	9
1039392768	1039400959	262
1694498816	1694499839	14
1694564352	1694565375	14
1694673920	1694674943	14
1694760960	1694957567	1
1694957568	1694958591	7
1694958592	1695019007	1
1695019008	1695019263	5
1695019008	1695019263	370
1695019264	1695023103	1
1695547392	1696595967	5
1695547392	1696595967	370
1697382400	1697513471	2
1697789952	1697790975	14
1697906688	1697972223	11
1697997824	1697998847	14
1698037760	1698103295	1
1698160640	1698162687	20
1698693120	1699217407	12
1699217408	1699479551	5
1699217408	1699479551	370
1699479552	1699512319	11
1699512320	1699528703	13
1699528704	1699545087	16
1699545088	1699610623	11
1699610624	1699611647	14
1699618816	1699627007	1
1699741696	1700790271	2
1700790272	1700792319	20
1700792320	1700793343	14
1700794368	1700798463	20
1700823040	1700855807	1
1701011456	1701019647	20
1701134336	1701142527	20
1701143552	1701143807	14
1701144064	1701144575	14
1701144576	1701150719	20
1701199872	1701208063	20
1701209088	1701209855	14
1701210112	1701216255	20
1701314560	1701576703	1
1701724160	1701736447	20
1701737472	1701738495	14
1701738496	1701740543	20
1702887424	1702888447	14
1702889472	1702903807	20
1703018496	1703149567	2
1703149568	1703411711	1
1703936000	1704067071	18
1704067072	1704198143	21
1704329216	1704525823	23
1704656896	1704722431	1
1704853504	1704984575	31
1707081728	1707737087	1
1707835392	1707845631	20
1707846656	1707847679	14
1707847680	1707851775	20
1707868160	1708130303	23
1709178880	1709703167	2
1709850624	1709852671	20
1709853696	1709854719	14
1709854720	1709867007	20
1710948352	1710949375	14
1710950400	1710964735	20
1710964736	1711013887	1
1728120832	1728121855	1
1728123904	1728124927	3
1728137216	1728138239	2
1728161792	1728162815	5
1728161792	1728162815	370
1728271360	1728272383	5
1728271360	1728272383	370
1728287744	1728288767	4
1728288768	1728289791	24
1728289792	1728290815	5
1728289792	1728290815	370
1728394240	1728395263	20
1728708608	1728709631	8
1728712704	1728713727	3
1729446912	1729447167	22
1729446912	1729447167	797
1729502208	1729503231	25
1729957888	1729958911	1
1738407936	1738473471	14
1744205824	1744206847	6
1744206848	1744207871	1
1778384896	1778385151	14
1778385408	1778386943	14
1778386944	1778393087	20
1778401280	1778417663	20
1778515968	1778647039	1
1778647040	1778909183	15
1778909184	1779040255	5
1778909184	1779040255	370
1779433472	1780482047	19
1782054912	1782579199	25
1783234560	1783365631	16
1783627776	1784676351	4
1785462784	1785724927	20
1785724928	1786249215	5
1785724928	1786249215	370
1786249216	1786773503	20
1793064960	1794113535	15
1845886976	1846018047	7
1846542336	1846804479	7
1848115200	1848311807	1
1848311808	1848344575	187
1848344576	1848377343	1
1848639488	1848705023	1
1848836096	1848901631	6
1848901632	1849032703	19
1849163776	1849688063	1
1849688064	1849694207	390
1849694208	1849696255	20
1849696256	1849725951	390
1849725952	1849726463	20
1849726464	1849726975	390
1849726976	1849729023	20
1849729024	1849733119	390
1849733120	1849739263	20
1849739264	1849740287	390
1849740288	1849741311	20
1849741312	1849745407	390
1849745408	1849753599	20
1849753600	1849772031	390
1849772032	1849774079	20
1849774080	1849782271	390
1849782272	1849786367	20
1849786368	1849787391	187
1849787392	1849819135	20
1850212352	1850343423	21
1850408960	1850490879	12
1850514432	1850515455	14
1850521600	1850522623	14
1850523648	1850572799	17
1850736640	1851523071	14
1851596800	1851604991	20
1851785216	1851850751	1
1851850752	1852047359	5
1851850752	1852047359	370
1852047360	1852112895	29
1852178432	1852243967	7
1852243968	1852506111	8
1852571648	1852702719	9
1852571648	1852702719	262
1852702720	1852899327	10
1852899328	1852964863	11
1852964864	1853030399	12
1853030400	1853095935	11
1853227008	1853292543	12
1853292544	1853358079	23
1853400064	1853400319	20
1853489152	1853620223	13
1853620224	1853882367	14
1855455232	1855848447	31
1856315392	1856323583	1
1856372736	1856503807	30
1856815104	1856843775	1
